msBal,msSat
1.00,1.01
1.00,1.10
1.00,1.61
1.00,3.03
1.00,1.44
1.00,1.40
1.00,1.62
1.00,1.10
1.00,4.75
1.00,44.07
1.00,1.01
1.00,1.70
1.00,1.59
1.00,3.19
1.00,2.30
1.00,2.88
1.00,1.91
1.00,1.58
1.00,2.56
1.00,1.13
1.00,1.44
1.00,4.85
1.00,6.15
1.00,3.22
1.00,1.39
1.00,2.26
1.00,1.11
1.00,3.92
1.00,5.07
1.00,4.92
