msBal,msSat
1.38,2.18
1.34,1.62
1.36,1.46
1.39,1.74
1.36,2.00
1.37,1.85
1.40,1.56
1.33,3.46
1.37,1.53
1.39,1.72
1.40,1.68
1.35,5.40
1.37,2.39
1.38,2.53
1.39,1.61
1.36,2.68
1.38,2.06
1.37,1.86
1.45,2.05
1.36,3.43
1.40,1.60
1.43,2.20
1.35,1.97
1.34,1.51
1.33,1.66
1.38,1.63
1.38,5.07
1.33,2.26
1.38,1.45
1.38,1.72
