msBal,msSat
1.00,2.10
1.00,2.17
1.00,3.25
1.00,1.49
1.00,2.80
1.00,2.21
1.00,13.05
1.00,2.41
1.00,3.62
1.00,1.97
1.00,1.99
1.00,1.01
1.00,1.64
1.00,1.55
1.00,10.26
1.00,1.82
1.00,1.50
1.00,1.45
1.00,1.20
1.00,2.10
1.00,1.08
1.00,11.92
1.00,1.60
1.00,2.81
1.00,1.30
1.00,1.01
1.00,3.48
1.00,1.52
1.00,3.48
1.00,1.20
