msBal,msSat
1.00,10.85
1.00,1.07
1.00,4.42
1.00,1.11
1.00,11.91
1.00,2.79
1.00,9.77
1.00,1.23
1.00,2.10
1.00,1.01
1.00,2.43
1.00,2.11
1.00,1.44
1.00,2.98
1.00,8.39
1.00,3.74
1.00,10.41
1.00,12.54
1.00,2.12
1.00,1.55
1.00,2.08
1.00,4.38
1.00,2.50
1.00,1.92
1.00,1.37
1.00,1.37
1.00,1.33
1.00,4.45
1.00,2.97
1.00,1.28
