msBal,msSat
1.00,1.14
1.00,1.28
1.00,1.96
1.00,3.40
1.00,3.76
1.00,37.93
1.00,1.24
1.00,4.39
1.00,3.86
1.00,1.92
1.00,1.09
1.00,6.44
1.00,1.01
1.00,1.77
1.00,4.48
1.00,1.52
1.00,1.74
1.00,1.30
1.00,12.93
1.00,1.72
1.00,1.76
1.00,1.55
1.00,1.29
1.00,2.03
1.00,1.98
1.00,3.21
1.00,1.40
1.00,1.35
1.00,2.80
1.00,13.49
